pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Mila,dog,Female,young,"Maywood, IL",https://www.adoptapet.com/pet/25122330-maywood-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,837487,,"Maywood,  IL","Maywood, IL",Yes,,,Yes,,,,,Yes,,,,Yes,,
Bran,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537491-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932397,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Sansa,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537495-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41932390,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Qu Snow,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25537497-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),,41931701,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Arya,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537499-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932368,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Lil Bit,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537503-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,41932488,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Ellen,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537508-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932208,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Gravy,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537509-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,41932033,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Muriel,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537500-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931725,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Madeline,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537502-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931723,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Eddie Munster,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25537492-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931764,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Mae,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25537493-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,41931788,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Sunnie,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537490-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931825,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Theresa,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537507-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41931851,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Tammy,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537506-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41931875,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Terri,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537501-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41931899,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Timmy,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537496-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,41931881,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Cricket,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537498-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41931918,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Cous Cous,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537494-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932460,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Elijah,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537487-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,41932498,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Portia,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537504-munster-indiana-mixed-breed-small-mix,Mixed Breed (Small) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,41932270,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Snowball,dog,Female,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537505-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,41932479,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Gumbo,dog,Male,puppy,"Munster, IN",https://www.adoptapet.com/pet/25537489-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41932037,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Quinn,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/19342840-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 67 lb,36581826,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Rozzy,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/23898559-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 63 lb,40252226,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Gigi,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25394773-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 43 lb,41794256,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Kinsley,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/22424205-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 55 lb,39060625,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Meechy,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/21262163-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 96 lb,38135566,,"Munster,  IN","Munster, IN",,Yes,,,,,,,,,,,,,
Preacher,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25460851-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 43 lb,41852963,,"Munster,  IN","Munster, IN",,Yes,,,,,,,,,,,,,
Bailey,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25130387-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 41 lb,41541070,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Bella Rose,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25460854-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 41 lb,41852981,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Trixie,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25219275-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 43 lb,41629827,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Georgina,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/24984981-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 52 lb,41265671,,"Munster,  IN","Munster, IN",Yes,,,,,,,,,,,,,,
Terrance,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/25417414-munster-indiana-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 18 lb,41815214,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Miss Fluff,dog,Female,adult,"Munster, IN",https://www.adoptapet.com/pet/25534530-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 88 lb,41927290,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Ember,dog,Male,adult,"Munster, IN",https://www.adoptapet.com/pet/24892121-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 55 lb,41178614,,"Munster,  IN","Munster, IN",,Yes,,,,,,,,,,,,,
Millie,dog,Female,young,"Munster, IN",https://www.adoptapet.com/pet/25537488-munster-indiana-mixed-breed-large-mix,Mixed Breed (Large) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41931717,,"Munster,  IN","Munster, IN",,,,,,,,,,,,,,,
Sir Charles,dog,Male,young,"Richton Park, IL",https://www.adoptapet.com/pet/24780504-richton-park-illinois-bull-terrier-mix,Bull Terrier Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,759351,,"Richton park,  IL","Richton Park, IL",,Yes,,,,,,,,,,,,,
Woodrow,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25497897-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,18-1-013,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,,,,,,Yes,,,Yes,,
Charlie,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25541096-chicago-illinois-boxer-mix,Boxer/Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,,,,,Yes,,,,Yes,,
Sheldon,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25521941-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 12 lbs,,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,,,,,Yes,,Yes,,Yes,,
Amy,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25521919-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Labrador Retriever Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),(current) 12 lbs,,,"Chicago,  IL","Chicago, IL 60611",Yes,,,Yes,,,,,Yes,,Yes,,Yes,,
Linus,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25511403-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
G-O,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25498143-chicago-illinois-chihuahua-mix,Chihuahua/Corgi Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 11 lbs,19-1-002,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,
Bodhi,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25486831-chicago-illinois-cane-corso,Cane Corso,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,(current) 105 lbs,19-1-003,,"Chicago,  IL","Chicago, IL 60611",,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes
Henna,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25498412-chicago-illinois-redtick-coonhound,Redtick Coonhound,Red/Golden/Orange/Chestnut - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 55 lbs,19-1-001,,"Chicago,  IL","Chicago, IL 60611",Yes,,,Yes,Yes,,,,,Yes,,Yes,Yes,,
ADOPTED!!!   Puddin,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24678417-chicago-illinois-american-bulldog-mix,American Bulldog Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,D104-19,,"Chicago,  IL","511 W. North Ave., Chicago, IL 60610",Yes,,,Yes,,,,,,,,,,,
Willie,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22542392-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Staffordshire Bull Terrier Mix,Gray/Blue/Silver/Salt & Pepper,(when grown) Med. 26-60 lbs (12-27 kg),(current) 50 lbs,,,"Chicago,  IL","Chicago, IL 60610",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,Yes
Bowser,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/10564013-chicago-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","Chicago, IL 60610",,Yes,,Yes,,,,,,Yes,,Yes,Yes,,
Cupcake,dog,Female,adult,"River Forest, IL",https://www.adoptapet.com/pet/24907337-river-forest-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White - with Brown or Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,788322,,"River forest,  IL","River Forest, IL",Yes,,,,,,,,,,,,,,
Brownie,dog,Female,adult,"River Forest, IL",https://www.adoptapet.com/pet/24907446-river-forest-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,788369,,"River forest,  IL","River Forest, IL",,,,Yes,Yes,,,Yes,,,,,,Yes,Yes
Barry,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/24268058-frankfort-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
King,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/22205104-frankfort-illinois-miniature-pinscher-mix,Miniature Pinscher Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 10 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,Yes,,,Yes,Yes,,,Yes,,
Ace,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25367388-frankfort-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,892548,,"Frankfort,  IL","Frankfort, IL",,Yes,,,,,,,,,,,,,
Cash,dog,Male,puppy,"Frankfort, IL",https://www.adoptapet.com/pet/25021151-frankfort-illinois-bull-terrier-mix,Bull Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,813484,,"Frankfort,  IL","Frankfort, IL",,Yes,,Yes,,,,,Yes,Yes,,,,Yes,Yes
Canelo,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/24855298-frankfort-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 7 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,,,,Yes,,
Gretchen,dog,Female,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25449458-frankfort-illinois-beagle-mix,Beagle/Redbone Coonhound Mix,Red/Golden/Orange/Chestnut - with Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Pepeto,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25320646-frankfort-illinois-chihuahua-mix,Chihuahua Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 12 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,,,Yes,Yes,,
Waylon,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25386299-frankfort-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 45 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,Yes,Yes,,Yes,,
Lucia,dog,Female,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25320055-frankfort-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Boxer Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
Jason,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/24520772-frankfort-illinois-beagle-mix,Beagle/Chihuahua Mix,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 20 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,,Yes,Yes,,Yes,,
Paddy McMessy,dog,Male,senior,"Frankfort, IL",https://www.adoptapet.com/pet/25237111-frankfort-illinois-maltese-mix,Maltese/Schnauzer (Standard) Mix,White,(when grown) Small 25 lbs (11 kg) or less,(current) 12 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,Yes,,Yes,,,,,Yes,,Yes
Geanie,dog,Female,senior,"Frankfort, IL",https://www.adoptapet.com/pet/25286916-frankfort-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Maggie,dog,Female,adult,"Frankfort, IL",https://www.adoptapet.com/pet/25287014-frankfort-illinois-beagle-mix,Beagle Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",Yes,,,Yes,,,,,,Yes,,,Yes,,
Tucker,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/24881871-frankfort-illinois-patterdale-terrier-fell-terrier,Patterdale Terrier (Fell Terrier),Black,(when grown) Small 25 lbs (11 kg) or less,,783148,,"Frankfort,  IL","Frankfort, IL",,Yes,,,Yes,,,,Yes,Yes,,,,Yes,
Takeo,dog,Male,adult,"Frankfort, IL",https://www.adoptapet.com/pet/24602837-frankfort-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Rottweiler Mix,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,728342,,"Frankfort,  IL","Frankfort, IL",,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,
Rocket,dog,Male,young,"Frankfort, IL",https://www.adoptapet.com/pet/25069933-frankfort-illinois-cattle-dog-mix,Cattle Dog/Mixed Breed (Medium) Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lbs,,,"Frankfort,  IL","P.O. Box 321, Frankfort, IL 60423",,Yes,,Yes,,,,,Yes,,,,Yes,,
Daisy,dog,Female,young,"Westmont, IL",https://www.adoptapet.com/pet/24537572-westmont-illinois-german-shepherd-dog-mix,German Shepherd Dog/Border Collie Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,713580,,"Westmont,  IL","Westmont, IL",Yes,,,Yes,,Yes,,Yes,,Yes,,,,,Yes
REX,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/25369204-westmont-illinois-pit-bull-terrier,Pit Bull Terrier,"White - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),,14376627,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,
MICKEY,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/24903737-westmont-illinois-chihuahua,Chihuahua,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,14206167,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,Yes,Yes,,,Yes,,
ZOEY,dog,Female,adult,"Westmont, IL",https://www.adoptapet.com/pet/24277988-westmont-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,White - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,13960135,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",Yes,,,,,Yes,,,Yes,Yes,,Yes,,,
PENNY,dog,Female,young,"Westmont, IL",https://www.adoptapet.com/pet/24277989-westmont-illinois-chihuahua-mix,Chihuahua Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Small 25 lbs (11 kg) or less,,13960133,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
PEETA,dog,Female,adult,"Westmont, IL",https://www.adoptapet.com/pet/24933576-westmont-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Pit Bull Terrier Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,14086485,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
LOKI,dog,Male,adult,"Westmont, IL",https://www.adoptapet.com/pet/24336023-westmont-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Gray/Blue/Silver/Salt & Pepper,(when grown) Med. 26-60 lbs (12-27 kg),,13856230,,"Westmont,  IL","P.O. Box 989, Westmont, IL 60559",,Yes,,Yes,Yes,,,,,Yes,Yes,,Yes,,
Chloe,dog,Female,senior,"Westmont, IL",https://www.adoptapet.com/pet/25056831-westmont-illinois-beagle-mix,Beagle/Dachshund Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Small 25 lbs (11 kg) or less,,821396,,"Westmont,  IL","Westmont, IL",Yes,,,Yes,,,,Yes,,Yes,,Yes,,Yes,
Bruno,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/23258170-university-park-illinois-american-bulldog-mix,American Bulldog Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,,,
Dot,dog,Male,puppy,"University Park, IL",https://www.adoptapet.com/pet/25404906-university-park-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Gray/Silver/Salt & Pepper - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,Yes,,
Leo,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/25361926-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Tyson,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/25361818-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Luckie,dog,Male,puppy,"University Park, IL",https://www.adoptapet.com/pet/25048861-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Red, Golden, Orange or Chestnut",(when grown) Large 61-100 lbs (28-45 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,,,,Yes,,
Ice,dog,Male,young,"University Park, IL",https://www.adoptapet.com/pet/24597581-university-park-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"University park,  IL","24341 Western Ave., University Park, IL 60484",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Thor,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566626-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 150 lb,40784199,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
Dixie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510646-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 125 lb,41901524,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Belle,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25510645-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,(current) 100 lb,41901477,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
Cisco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566784-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 170 lb,40784253,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
